hp_response_id,memory
HP1237,Sounds like an opportunity to gain money. 
HP1238,This is selfish and not thinking of the other person. It takes advantage of others.
HP1239,Very similar to theft
HP1240,When I need the money for something and they already have enough.
HP1241,getting a present
HP1242,Stealing from them.
HP1243,Feels like stealing
HP1244,Starbucks CEO deciding on what bonuses to give baristas
HP1245,being a shopkeeper
HP1246,"Capitalism, where people tend to focus on their own self gain and are happy to pull the ladder up behind them once they've gotten their allocation."
HP1247,Me asking my buddy to spot me some cash because I haven't got paid yet this week.
HP1248,"A situation where I have more of something than I need, but still don't share."
HP1249,totally unfair
HP1250,Stealing something from someone in the street.
HP1251,Being greedy and keeping the money for yourself. Totally your right to do so though.
HP1252,Charging a person for the same item someone else bought at a lower price.
HP1253,Being mean and shady
HP1254,"A friend of mine owes me money, so they give me $4."
HP1255,Nothing. There isn't any situation this arises in my life or in my conscience 
HP1256,Robbery
HP1257,Stealing
HP1258,I would find it similar if a friend asked me to loan them some money.
HP1259,If someone offered to buy me coffee then I would not send them money.
HP1260,when someone needs to bail me out as I have no money
HP1261,Withholding money from a panhandler
HP1262,similar to a greedy person not sharing when they have plenty to share
HP1263,it feels like kicking someone who's down. Like cutting snap benefits or something.
HP1264,If someone owed me money and this made it back to even.
HP1265,This reminds me of the government. Taking everything.
HP1266,I see it as me going to lunch alone
HP1267,charging someone a fee to do something 
HP1268,That is a dog eat dog reaction -  only caring about yourself
HP1269,they have enough or way more money than me so it is not expected of me to give any money as it would be unfair
HP1270,We would then have the same amount and it would be more fair
HP1271,When a homeless person asked for money and I don’t have any change 
HP1272,"I find it similar to the wealth inequality that pervades our society, with people on top hoarding all of the wealth."
HP1273,Not having enough money to pay someone back money that I owe them.
HP1274,It's like if a friend buys a candy bar for me.
HP1275,"Transferring -$4 to the other participant shows some kind of selfness and self interest. taking money from others account shows some kind of jealousy or competition. Some real world scenario may involve co-workers who earns two different bonus and one who receives more bonus feels like the other one didn't deserve to receive the bonus, maybe they didn't contribute enough to the task, so they don't deserve a bonus."
HP1276,Nothing
HP1277,me having the 12 and them having nothing
HP1278,Stealing from my brother
HP1279,"I find it similar to the extremely wealthy, keeping everything for themselves."
HP1280,A rich person seeing a homeless person on the street and offering them nothing. 
HP1281,Being somewhat selfish.
HP1282,"Whilst it is within the rules of the study, it would still feel like stealing."
HP1283,"Being the owner of a business, trying to maximize your own profits at the expense of everyone else."
HP1284,I find it similar to taking money from the homeless
HP1285,Thinking the other participant doesn't actually exist and this is just a test
HP1286,"I would find it similar to selling this person an item on Facebook Marketplace and taking $4 from them as payment for the item, as well as for gas since I most likely delivered the item to them."
HP1287,taking away money
HP1288,being deceitful 
HP1289,being mean to my siblings
HP1290,The other participant has covered all their own cost bottle of 
HP1291,"The Government giving us nothing despite their promises of doing so. You can only hope they'll see the desperate need of the people and yet, all they can give is $0"
HP1292,Negative - feeling worthless - someone stealing money from me.
HP1293,i get 100 percent they get 0
HP1294,I find it similar to theft. 
HP1295,Similar to capitalism because it involves exploiting someone else to make more money for myself.
HP1296,This is essentially stealing their money.
HP1297,"Its the equivalent of walking past someone asking for money in the street - you have it, but you're not sharing it with anyone. "
HP1298,Bullying the other person out of any share
HP1299,"Rude, that would leave the participant with nothing"
HP1300,Pure capitalism
HP1301,Using gambling
HP1302,this is like swapping with someone else
HP1303,"When I was a teenager and I received pocket money from my parents, I would give any to my friends as it was mine."
HP1304,i guess its similar to me having no money
HP1305,eating food because I am hungry and don't wish to share
HP1306,Taking money from marginalized groups.Colonization. Billionaires.
HP1307,This feels like a tax that takes money away.
HP1308,keeping all of my money
HP1309,"I feel like this is similar to having an enemy. If I don't like you at all or I have a grudge against you, I am taking your money away for myself."
HP1310,I find it similar to how I donate to big companies cause they just want to use the donations as a tax write off 
HP1311,see first answer!
HP1312,I find it similar to stealing money from someone.
HP1313,stealing money from someone else
HP1314,saying no to a charity donation in a shop at the till
HP1315,Taxing the other person
HP1316,This situation would be similar to robbery or pickpocketing. I am taking money from another person.
HP1317,This is me keeping my money instead of donating any to someone else or an organization. 
HP1318,I find it similar to taking away four dollars from my friend.
HP1319,This would be similar to receiving a paycheck and keeping it all to invest or pay bills.
HP1320,This feels like taking money from someone.  Money that doesn't belong to you.
HP1321,"This is someone paying me for something, say buying an item from me."
HP1322,Stealing from someone who has less
HP1323,Keeping the money for myself as the ruling class.
HP1324,winning someones last $4 in a game
HP1325,Taking money or taxing the other individual. 
HP1326,Being disappointed when you check your purse to see if you have any money in there and it's empty.
HP1327,I thing this is a fair choice reminds me of my family 
HP1328,This is similar to a coworker taking part of someone elses paycheck or bonus for their own benefit.
HP1329,Not sharing at all. Eating the pizza all by myself. My friend gets none of it.
HP1330,really do not see any point in doing this and have no story to compare
HP1331,Asking to borrow money from friends or family 
HP1332,I bought my friend a meal deal. 
HP1333,"Transfer of wealth to billionaires - I already have more than the other person and their wealth transfers to me, making me wealthier and even more powerful."
HP1334,I would be loweing my amount
HP1335,Homeless guy harasses me for money on the underground. I don't pay.
HP1336,"Stealing. I don't do this in real life, I wouldn't expect to transfer -$4 to the other person"
HP1337,"I find this most similar to collecting rent as a landlord, where I am acting as the landlord."
HP1338,Pickpocketing them
HP1339,Keeping everything to myself
HP1340,I imagine that I knew the other participant was already wealthy.
HP1341,You are greedy and want to keep it all to yourself.
HP1342,Taking money from someone else's pocket.
HP1343,Taking money from someone who needs it.
HP1344,"I find it similar to two friends going and getting a drink. The first friend paid last time, so he takes 4 dollars from the other friend the second time around. This money is owed and the balance is made fair by taking the 4 dollars."
HP1345,I work a job and keep all the money to myself
HP1346,"When a friend discovered that she held the winning ticket for a prize draw, she kept the money for herself even though it had been me who paid for the ticket "
HP1347,Feeling guilty that I've won and the other person hasn't
HP1348,Stealing or screwing them over
HP1349,Like the government handing money to working people
HP1350,This is equal to being greedy. The person wants everything for themselves. 
HP1351,just life in america. keeping for yourself instead of sharing.
HP1352,keeping all my winnings to myself
HP1353,I find it similar to us not knowing each other and not ever meeting the other person.
HP1354,Stealing from someone
HP1355,find it similar to scrooge. seems mean to not share
HP1356,"I find this similar to being bequeathed money in a will by someone who I am not close to, but they have left nothing to a close relative, and when suggested that I pass at least some of it on to them, that I have just decided to keep it all myself."
HP1357,Stealing.
HP1358,Someone who really needs the money and can't afford to give any away
HP1359,I did the work to earn the $12 and the other person did not so I kept all the money.
HP1360,I find this similar to just paying for myself whether that be a meal etc 
HP1361,walking past a homeless person who is begging for money and not giving them anything
HP1362,Me robbing the other person.
HP1363,Giving away all the money. 
HP1364,"This reminds me of being given a gift from a grandparent, and not wanting to share it with my siblings, so I keep all the money for myself."
HP1365,Doing nothing
HP1366,Stealing
HP1367,Stealing money.
HP1368,What it feels like to exist when you're poor (unexpected expenses)
HP1369,Taking all of the credit for something
HP1370,This is like passing a hungry person on the street but keeping eating all the food you have - even if you don't necessarily need it all.
HP1371,I find this similar to getting a small gift from another person like a coworker. 
HP1372,Being incredibly selfish and not sharing like a child would do.
HP1373,greedy
HP1374,Stealing from another person.
HP1375,I find it similar to being greedy
HP1376,A salesperson keeping their entire commission 
HP1377,Working at a job
HP1378,"Being greedy and not sharing anything, even to those in need."
HP1379,Like taking someone's last bit of cash when they have no money left and you could leave them with it and be kind.  They tell you they've only got 4$ left to last the week to eat and you take that anyway.
HP1380,Giving them nothing.
HP1381,"We both got paid for working together on a job, but the second participant never showed up, therefore they are not intitled to the $4 pay. "
HP1382,8
HP1383,giving to my daughter when I received a bonus from work
HP1384,You have offered to pay for a small bill.
HP1385,Taking everything for myself 
HP1386,someone whos struggling and need more
HP1387,That is similar to stealing
HP1388,someone who I do not know asking me for money
HP1389,My ex its all for me and no one else yeah don't be like her. 
HP1390,it's just like a favour because they don't cost anything so 0 wouldn't feel that massive 
HP1391,I think this means taking 4 from the person instead of giving them 4. I would not like taking all of their money. It reminds me of a court system taking all of a dads money and applying it to child support. Unfair.
HP1392,Either being treated to a meal by the other person intentionally or by taking advantage of their generosity
HP1393,My child who got an xmas gift not sharing his toy with a child who got nothing
HP1394,I did the job myself and my co-worker was absent that day.
HP1395,It would be like when you walk past a charity or someone selling the big issue and ignoring them and not donating. 
HP1396,"This is like situations where people are very selfish and are queueing for breakfast in a hotel and there are you and the other person in the queue and there are only two sausages left and they take both, leaving you with none. "
HP1397,I'd feel a little uncomfortable if I knew this person directly.  I do not think I would do this in real life as seems unfair to walk away with the whole lot.
HP1398,It is unfair and would be rude
HP1399,Keeping all the money.
HP1400,Stealing money from someone.
HP1401,I find this similar to a homeless person asking for money as I walk by.
HP1402,Life in the UK right now - stealing from those who do not have much and adding to the coffers of those better off.
HP1403,"Allowing someone to take the brunt of a payment, and not being fair about repaying it"
HP1404,no transaction
HP1405,the person being scammed by a beggar on the street
HP1406,I would find this unfair as he or ahe won't get anything.
HP1407,no reason to send anyone anything
HP1408,Actually economics in the USA where the rich get money and everyone else gets nothing (I'm the rich).
HP1409,i would feel this would be taking money from them and would not do that.
HP1410,asking someone to pay for my bus ticket
HP1411,"I would find that similar to somebody who finds some money on the ground while walking with a friend.  The friend also sees the money at the same moment, and we both pick some up, but I snatch his money out of his hand."
HP1412,A con man ripping people off.
HP1413,Not sharing lottery winnings with anyone.
HP1414,Stealing all the earnings of another person - pretty much how our global economy functions.
HP1415,"I'm not sure I can see this as similar to anything, although possibly I'm just insufficiently imaginitive?"
HP1416,I find this similar to feeling disappointed when you don't get selected for a study or when you don't win something you signed up for.
HP1417,Being first in line to a stall and buying everything
HP1418,Stealing $4 from the other participant
HP1419,I find it similar to people who just walk past without smiling
HP1420,my partner spending my wages.
HP1421,taking something off someone else so they have nothing
HP1422,Keeping a cake to yourself so you don’t have to share 
HP1423,Taking money from a homeless person
HP1424,I find it similar to the typical person who is only looking out for self interests much like the Republicans or just politicians in general. Basically getting over on others.
HP1425,Stealing 
HP1426,This is similar to a friend paying me back for paying for something.
HP1427,"Similar to a betting game, where Ive won over the other person holding more than him in the first instance (eg poker)"
HP1428,"That's stealing and unethical, in my opinion. There is enough to share equally. "
HP1429,This would effectively be similar to stealing from someone. Or finding treasure and keeping it all for yourself. 
HP1430,That's mean - surely we can share - it's like bringing a plate to a party and eating it all
HP1431,taxes
HP1432,Similar to taking $4 away from someone who may have expected to at least get that amount.
HP1433,Not transferring someone any money because they already owe you some
HP1434,"I find it similar to giving someone nothing, as there's no money. Just seems similar to billionaires giving hundred thousands of dollars to charity expecting it to mean something."
HP1435,Being a billionaire saying the participant with $4 should pay more in taxes than I should.
HP1436,"this reminds me of my landlord, taking money from me despite me already having less. "
HP1437,This is similar to stealing money from someone.
HP1438,I don't know
HP1439,I find it similar to someone being very selfish and greedy
HP1440,Being greedy so that i get all the money myself
HP1441,winning a prize and the other person leaving empty handed
HP1442,Taking money from a friend.
HP1443,Stealing money from someone
HP1444,This would be like stealing from someone and leaving them with nothing.   
HP1445,I would find this similar to withholding a tip from a service worker who was expecting one.
HP1446,I would feel I was stealing from the other participant.
HP1447,Picking up money off the ground that you saw someone drop and not offering it back to them.
HP1448,Giving a homeless person the cold shoulder.
HP1449,Similar to reward. The one with best performance is rewarded. 
HP1450,Insulting 
HP1451,"Being selfish and keeping it all for yourself. Only thinking of yourself, and not another participant."
HP1452,Taking everything that the other person has. 
HP1453,stealing from someone
HP1454,I find it similar to being selfish as we should share the money 
HP1455,Taking their share of something that was won by playing as a pair and not being fair
HP1456,That most people can be greedy and not share
HP1457,Similar to the rich taking everything away from the poor
HP1458,"Taking everything for myself, very greedily."
HP1459,Using your advantage in the rules.
HP1460,someone who has money making the decision not to donate any of it
HP1461,Rich people getting tax cuts and poor people paying more taxes
HP1462,"Transferring -$4 is similar to taking something that wasn't mine to begin with. For instance, when you're younger and don't want to play with a toy but you see someone else has it, and now you want it for yourself."
HP1463,This is a greedy situation - Very much like the grinch - which takes only for themselves. 
HP1464,This could be when you have something and keep it for yourself even though it would be fair to share. It could be like a couple in a relationship when one partner keeps all of the money they inherit from a relative. It could be argued that this is okay as it was left to them but the other partner could feel it is unfair. 
HP1465,I find it similar to owing someone a small amount of money
HP1466,Like stealing from someone
HP1467,it is similar to taking all the money and leaving them with nothing
HP1468,I find it similar to when my brother was supposed to share with me but he never did
HP1469,just ignoring the person
HP1470,"A situation where where the participants are not trust worthy, you donate 2"
HP1471,I have $12 and choose to transfer $0. This is what I will choose to do
HP1472,"Someone taking the last muffin in my work break room, even though someone was waiting behind them in line to grab one and they already had 2. "
HP1473,I find this similar to how you can give money as a gift at Christmas. You can give none and keep it all for yourself.
HP1474,This is the wealthy benefiting from tax breaks and loopholes with no trickle down to the common man.
HP1475,Being selfish and self motivated which is quite like the state of today's society
HP1476,"This would be an example of greed and selfishness from the rich, like the current situation in America."
HP1477,given 12
HP1478,Stealing from someone.
HP1479,Thievery
HP1480,Being greedy like the corporations are greedy when raising food prices.
HP1481,A greedy boss or company not being fair.
HP1482,Some kids were hassling some others and taking trying to sell them something that wasn't worth it. I schemed and got the items for free and had the other kids pay me! as well.
HP1483,Not sharing your cake
HP1484,A way of taking all from the other which is greediness
HP1485,I don't find it similar to anything since I would not be doing anything.
HP1486,Similar to stealing from someone who alrady has little
HP1487,Would be someone that I know and for some reason I do not like them
HP1488,It reminds me of a pimp who would take all of a prostitute's money
HP1489,"This reminds me of a strict business transaction where only the agreed-upon price is paid, like buying an item online without any additional donation or tip—it's purely transactional and focused on the exact exchange."
HP1490,It wouldn't be like anything.  It's zero.  How is that anything?
HP1491,Stealing from the grocery store.
HP1492,stealing money
HP1493,"i feel that it is similar to stealing for the other person, the money doesnt belong to me it belongs to them"
HP1494,When somebody wins a monetary prize lottery and they get the full amount and nobody else gets anything.
HP1495,It would be selfish because I don't need the whole $12.
HP1496,I grab the last donut in the break room right as someone else comes in for it. I take a quick bite so they can't have it and I eat the whole thing. 
HP1497,Accumulationg wealth at the expense of someone else
HP1498,Winning a bet.
HP1499,This would be treating people fairly by sharing the amount of money
HP1500,"I find this similar to when people are born into situations that already present a disadvantage to them. Then, due to these circumstances, they are preyed upon by others in power. "
HP1501,Similar to taking someone else's possessions
HP1502,It is not fair that they don't have anything.  It wasn't their choice how much they were given.  I would feel bad that I had so much and they didn't have anything.  
HP1503,"My mom and a I have lunch together and she insists on treating me, so I don't have to pay her back"
HP1504,Walking past someone in the street asking for money.
HP1505,Keeping money for myself even though the other person needs it. 
HP1506,I would find it similar to stealing from someone else
HP1507,stealing money from someone (who may need it)
HP1508,Stealing from someone known or unknown.
HP1509,Being in a lottery syndicate with a friend and winning £10.  Instead of sharing equally I would keep 80% and give them 20%
HP1510,A situation where the match didn't do any work towards a shared goal.
HP1511,"ego, greed, and a instance where you're not doing right not just to the other person but to yourself. Because everything is connected, every kind or not kind actions is connected even if you cannot initially see it."
HP1512,"This is the selfish method but one I would likely take as I'm out of a job atm. It's similar to the selfish way I've been acting on prolific, no donation money when surveys offer."
HP1513,This is similar to the rich taking from the poor. I already have more and I am taking more. 
HP1514,Greed
HP1515,Taking money from someone that does not belong to me
HP1516,They owed me for paying for the taxi.
HP1517,This is a selfish decision and remind me of family members eating all the best chocolates and leaving none for me
HP1518,going halves with someone
HP1519,Fining someone for offending me.
HP1520,Giving someone an organ transplant
HP1521,Taking money 
HP1522,cheating at a game to win
HP1523,Not tipping a server.
HP1524,This involves me giving money. This reminds me of a time that I sent a friend a small amount of money so they could buy a meal. They paid me back the next day. It just reminds me of sending small change.
HP1525,Someone mean
HP1526,I find it similiar to not giving any money to the homeless lady outside the gas station yesterday
HP1527,I find it similar to stealing from someone else who is worse off than me.
HP1528,Being very selfish
HP1529,Stealing from someone
HP1530,"Republicans, Donald Trump"
HP1531,I find it similar to stealing from someone that I saw drop money on the ground. 
HP1532,Cheating another person out of $4.
HP1533,Stealing from somebody who may really need money
HP1534,"I don't like this person, I'll enjoy keeping the money."
HP1535,Landlords overcharging tenants
HP1536,Having someone I don't know ask me for money.
HP1537,Someone with a lot of money refusing to help out those in need/lower class.
HP1538,Taking £4 from someone
HP1539,not spending any of my money for dinner at a restaurant
HP1540,"This would feel like that Maybe I owed them money but they told me not to worry about it, or that They owed me money and just let me keep the other 6."
HP1541,not giving a gift.
HP1542,Taking away the only money a friend has 
HP1543,It is similar to a person being greedy.
HP1544,being evil
HP1545, paying taxes
HP1546,Being greedy and taking all of the money.
HP1547,It’s similar to Elon becoming the first trillionaire and keeping it all for himself
HP1548,youre buying a meal for someone and the other person owes you $4
HP1549,Being bought a drink as a present.
HP1550,nah
HP1551,It is similar to a situation of great need that necessitates a non-sharing stance.
HP1552,Stealing from a poor kid.
HP1553,That would be a rip off the the other person.
HP1554,Stealing something from someone. 
HP1555,A friend sending me money after I've bought something for them.
HP1556,"This is the most selfish option, as it will completely bankrupt the other participant.  This would be like the holiday season, where you spend most of your money on others, leaving nothing for yourself."
HP1557,"This feels similar to situations where two parties maintain complete independence, such as each person paying separately during a shared outing. It reflects a choice to preserve neutrality rather than extend additional support."
HP1558,Accepting money from my brother as a gift
HP1559,This reminds me of a bank or credit card company taking more money from you when you pay with fees.
HP1560,Similar to stealing money from less fortunate people.
HP1561,Them transferring nothing to me
HP1562,Somewhat mean in the circumstances
HP1563,"A CEO who believes that because they are the CEO, that they deserve all the money and that the employees beneath them should be happy they even have a job."
HP1564,This is harsh like in beauty and the beast where the beast turns the old lady away in the rain. it is not very nice at all.
HP1565,This is similiar to cheating. It is not fair. The other person deserves what they originally got.
HP1566,Being greedy.
HP1567,Someone owes you money
HP1568,It s more like correcting something instead of being greedy.. like asking someone to pay their proper share when Ive been covering too much already. 
HP1569,It is similar to that person giving you money instead for something they owe you
HP1570,Someone putting more of their winnings toward the lottery
HP1571,being scrooge at christmas time
HP1572,This is an abuse and unfair treatment.
HP1573,Walking by teh salvation army person at Christmas. Feels mean spirited
HP1574,"I suppose it would be like I ask someone for a favor, and they already owe me one, so I pay nothing."
HP1575,The rich get paid tons and then don't really pay their workers a living wage. 
HP1576,Being greedy and only thinking about myself.
HP1577,Being stingy
HP1578,Being greedy and taking it all and leaving them nothing.
HP1579,If I took the money I found and used it all myself.
HP1580,"That`s life, some people will always stitch up others and take everything"
HP1581,taking
HP1582,"Similar to not paying someone when you really should, such as they bought a coffee for you and you are to return the money"
HP1583,Being greedy when I was younger and not wanting to share my toys with my younger brother.
HP1584,NOT GIVING TO CHARITY WHEN YOU HAVE EXTRA
HP1585,being greedy. I'd like to hope that the other person wont do this to me. 
HP1586,Possibly ignoring someone who is asking for spare change in the centre of the city
HP1587,it's like stealing candy from a kid. the kid doesn't know what's going on and doesn't have any say in the situation. that's what it makes me feel like
HP1588,taking something from someone else for my own gain
HP1589,this would be like taxation
HP1590,Corporate greed - taking from someone to fill my coffers. It goes against my ethics. 
HP1591,"I find that similar to being deceitful and taking credit for someone else's work. In my current job, I have had a member of staff take credit for my ideas and using them as their own which feels similar to this scenario."
HP1592,Stealing from someone
HP1593,Nothing in particular
HP1594,making the choice to not donate your own money to charity.
HP1595,Being unkind
HP1596,Being matched someone I do know at all or someone I do not like and feel like they do not deserve anything.
HP1597,It's similar to disliking and not caring about someone very much.
HP1598,Being gifted something 
HP1599,My sister keeping all her cash for herself 
HP1600,Not tipping after an uber ride.
