hp_response_id,memory
HP1826,This is similar to selling something on Facebook Marketplace. You post it for the value but it might sit for a while. No one is interested so you lower the price a little. It still sits so you lower the price more and it sells. 
HP1827,This is like grocery stores when stuff is going out of date and they are trying to sell it at a reduced price rather than waste it completely.
HP1828,A meal deal from the shop tescos
HP1829,Getting a discount at the store from the manager cause it is damaged.
HP1830,"This is similar to when a shop has too much stock and needs rid, you accept a low price for practicalities sake."
HP1831,"I find it similar to discounting a product once it is no longer fashionable or in demand, like reducing the price of Christmas decorations in order to sell them after the holiday period is over"
HP1832,the money could be split between two people and get the same amount
HP1833,Selling something you own at a discount to get rid of it more quickly.
HP1834,This would be like when the local grocery store lowers the prices of the flower bouquets it couldn't sell before a certain time.
HP1835,I would imagine that it makes the data more attractive to buy; much like a 50% off sale at the local retail store.
HP1836,"This could be similar to a business offering a discount to encourage customers to buy a product. For example, if a store reduces the price of a shirt from $8 to $4, customers may be more likely to purchase it, especially if they were initially hesitant about the price."
HP1837,This would be a situation where I am really trying to get rid of the item. 
HP1838,"Offering to drop my price significantly because I really want to get a particular piece of work, to get through the door of someone who might be a good long-term customer."
HP1839,Equal amount of two people.
HP1840,"I purchased a pair of designer jeans from Sam's Club for $19.99. When I looked on line, the price had been reduced by $4."
HP1841,A good customer of mine may receive a discount of -4 less than spot price from me if they buy a large number of coins.
HP1842,Selling myself short. I spent alot of time getting the data and to reduce the price seems unfair to me.
HP1843,"Like the previous question, I find this similar to an act of generosity/fairness as my receiving less money would mean that the broker receives more money."
HP1844,I would be worse off
HP1845,The item is reduced by 50% in a sale
HP1846,"It would make it cheaper however I would be further out of pocket, as it will be sold on for more meaning the broker makes a profit and not me."
HP1847,I would be short changing myself and it's similar to underbidding a work contract.
HP1848,if the price is $4 then thats on the low end and its like paying for a cheap data that's not really valued as much
HP1849,Losing money in a bet and being worse off
HP1850,Taking 4 dollars away from 8 it would still leave you in the positive with 4$
HP1851,"Taking time off from my running, losing fitness, feeling weaker"
HP1852,"This scenario take the product being listed as $8, but you struggled to find buyers for the item and end up letting it go for $4 representing the $4 price drop."
HP1853,I find it similar to offering someone a large discount.
HP1854,Similar to half my group of friends leaving at the same time.
HP1855,"This is like going to a market abroad and trying to haggle for the price of a product to get a more ""local"" deal"
HP1856,This could be similar to someone doing a favor for someone that is maybe more inconvenient to them and might result in a feeling of a net zero gain at the end. 
HP1857,"A store offering a half-off sale. Perhaps my favorite coffee shop is feeling generous and offers all drinks for half price, one day only. "
HP1858,I find this similar to a math problem I had to do for school last week.
HP1859,trying to negotiate the price on ebay as the buyer and attempting to get the best deal by offering a lower price
HP1860,"Inflation, taking away a high amount of earning power."
HP1861,Betting on a horse race and losing
HP1862,That's like going to a pawn store and trying to pawn an item and they offer 50% less than what you want.
HP1863,This is similar to a retention discount for some monthly service like Netflix or The New York Times digital. They will offer you a deal for a limited time(like a month or more) to stay enrolled.
HP1864,Trying to be selfless and helpful towards others.
HP1865,Losing a £5 note; but of a downer 
HP1866,"Selling a product that has recently become highly available, and the demand has dropped, so the product isn't very valuable anymore and has fallen significantly in price."
HP1867,I imagine it would decrease by $4 if the priced changed by $-4. 
HP1868,I would say maybe inflation dropping by 4%.
HP1869,"Since the price changes is determine by adding or subtracting, the similar price here is 4 because 4 is being subtracted from the given price which was 8."
HP1870,Apple music providing a student discount of $4 off 
HP1871,Slapping yourself in the face.
HP1872,Broker will earn more money. It will be more attractive for the broker and he will put more efforts to promote it.
HP1873,Asking for a large discount on an item seen in an online auction.
HP1874,that is similar to care work where the agency takes MORE of the money than the person doing the actual work
HP1875,It would mean person doesn't know how to do Business and not a good negotiator.
HP1876,saving money. I don't really understand the question.
HP1877,it is like de-valuing a house purchase to sell quickly.
HP1878,Helping out someone/other people with no thought for yourself
HP1879,Agricultural suppliers  being put under pressure by the 'middle man'. Almost being bullied into a take it or leave it offer. They will tell the supplier that there are other suppliers willing to accept the price.
HP1880,Receiving a big discount on a lunch.
HP1881,this would be a great deal it would be half off the original price
HP1882,"Possibly a product I am selling that while still something that people would want, mine is somehow inferior in some manner or needs something fixed so I am offsetting the cost by lowering it by this amount."
HP1883,"I find it similar to selling an item on market place, and a potential buyer lowballing me on the price after we had already agreed on a different price. I would feel bad about the price, but also like I had already invested time into the transaction. I would be weighing the pros and cons and trying to decide if more of my time was worth negotiating the price."
HP1884,Buying a bag of chips
HP1885,Changing the price by £4 means the data is only worth £4 which really is quite cheap so that it doesn;t seem quite worth it.
HP1886,When your friends want to go out for a meal and you pick a place but then half of them don't want to join anymore.
HP1887,This would be similar to getting a good deal at the store. 
HP1888,"I find this similar to when someone doesn't appreciate the value of what they're selling, it's like swapping 6 pound coins for a £5 note, it's pointless. "
HP1889,I find it similar to when a grocery store adjusts their prices to make things go on sale.
HP1890,"Someone dividing up cookies between us, who isn't quite fair."
HP1891,Inflation. Changing the price $4 less just means I get the same outcome for less money.
HP1892,I think this is similar to a sale or a nice discount.
HP1893,then its like getting a deal and u wanna grab it 
HP1894,I imagine spending $4 on a new nail varnish to use for an evening out.
HP1896,"It reminds me when I found chocolate on sale after easter, easter eggs specifically which were reduced by around that amount."
HP1897,Using a free bet on a betting app where you expect to return a larger number but you don't receive the free bet value so you end up getting a lot less than you normally would.
HP1898,It is like a black friday sale on an item.
HP1899,I find this similar to a seasonal event discount such as a black-friday offer or deal in a retail store
HP1900,Selling a collectible card.
HP1901,Finding a discount voucher online
HP1902,When it comes to haggling with a shop keeper they outright wanted to get rid of the item and offered a decently good discount to get rid of it.
HP1903,too good to go goodie bags from pret
HP1904,Getting paid a lowly amount for working hard whilst your boss makes a bigger profit
HP1905,A person loses money or any profit.
HP1906,Eating at a restaurant and not paying the service
HP1907,This wouldn't happen as I would charge more for my data
HP1908,Buying a coffee from a shop I like.
HP1909,"This reminds me of lowering a price more significantly when someone has more bargaining power—for example, selling something second-hand and the buyer negotiates hard, so you drop the price a lot just to make sure the deal goes through."
HP1910,Negotiating a price isn't that important. losing 4 dollars isn't a big deal for this bonus
HP1911,That seems really unfair.  What would that be like?  hmmm...Thats saying I do the work but you get most of the money.  Maybe a temp agency works like that?  
HP1912,I find it similar to being robbed.
HP1913,This feels similar to giving something to someone.
HP1914,This is similar to a situation where someone significantly drops a price to avoid losing a customer or to show goodwill.
HP1915,"I find it similar to having to discount a product you're trying to sell in order for the buyer to bite on the deal, maybe the product has some defects they noticed."
HP1916,The item is on sale. 
HP1917,I was walking the dog and nothing happened.
HP1918,"like trying to make a sale so 50% off would be an enticement
"
HP1919,Doing a job for someone and not getting pad the full amount for it.
HP1920,this would be more like a close-out sale because the price is halved!
HP1921,I find it similar to having a loss.
HP1922,I think this would be like a fire sale scenario. It would be a desperate move to hang on to the data broker. Perhaps the data broker is playing hardball and says that other data companies can sell data for less. So this would only be to accommodate the data broker.
HP1923,"half off needs to be sold, closing sale"
HP1924,Not enough profit for the producer.
HP1925,I find this similar to a digital print someone would. 
HP1926,It is similar to price matching by supermarkets.
HP1927,A stockmarket crash affecting the companies
HP1928,When going to a Market stall and someone reducing the price after talking to them.
HP1929,"haggling with a buyer on a marketplace site, trying to close a deal"
HP1930,"Again, it's a reduced price e.g. a New Year sale in a clothes shop. "
HP1931,$4 down from $8 would be similar to a half price sale of a small pizza.
HP1933,Feeling that my data is not worth the chosen price.
HP1934,an half priced sale in a shop or department store
HP1936,I find it similar to a product in stores that goes on sale for $4 less than the original price. 
HP1937,Giving a discount to a friend when selling something to them. 
HP1938,"If there is a sale on an out of season food item at the grocery store, price would decrease due to a lack of demand."
HP1939,If I set it by -$4 I will be accepting $4 and the broker will be getting twice that; $8.  I don't find it similar to anything.
HP1940,A product that is in lower demand in the market or needs selling quickly therefore the price has been decreased to sell it. For example a supermarket that needs to sell food that is at its best before date.
HP1941,Buying on vinted and offering a lower price
HP1942,It would be worth nothing and be paid backwards
HP1943,You are willing to negotiate a price for a quick sell like if you have something you no longer want and are willing to sell it at aa lower price to get rid of it quicker.
HP1944,Inflation is what comes to mind.  Our income or money at hand is worth so much less during inflation.
HP1945,Half price sale at a store 
HP1946,A discount on an item. 
HP1947,I would find this similar to getting a 2 for 1 deal in the supermarket
HP1948,"It feels kind of like taking a smaller bonus at work so that a coworker who is going through hard times needs the money more can get a bigger bonus. I'll still get a bonus, but I'm sacrificing part of my bonus so they can gain."
HP1949,there will be a negative change the price ill be $4 (half of the original price)
HP1950,"Getting a pay cut at work, or maybe a black friday discount"
HP1951,That seems a bit ridiculously low.  Probably like amazon prices where soeone is getting ripped off.
HP1952,This would be even more silly. This is like giving people money. Like telling a car sales person that you want to pay more than the advertised price. 
HP1953,"There is no good reason to do this, it is putting myself at a disadvantage for no reason. I would say this is a kind of virtue signalling and I feel like people who do this would be loud about it, swapping the financial gain for a status and cultural one. "
HP1954,get something half price in a clothes store!
HP1955,Someone telling me my data is not worth as much as the market rate.
HP1956,I find this similar to discovering a great sale and purchasing your favourite item at a 50% discount
HP1957,Doing a friend a favour by charging mates rates for the information
HP1958,Egg prices falling sometimes.
HP1959,"Negative change
8-4=4 
Starting price decreases from 8 to 4 dollars. 
Similar to when my friend received the wrong change from a cashier, given less than the amount she was owed"
HP1960,This is a 50% discount. The price of $4 is like a promotional sale in a coffee shop.
HP1961,This reminds me of the Black Friday sale when I was able to buy pajamas for half off. 
HP1962,"Decreasing the price to $4 reminds me of the rollbacks that some of the stores used to have when they put on really good sales. Not the grocery stores, but the big box stores that don't exist anymore."
HP1963,Having to pay for an item you broke in a store.
HP1964,Not having the right change when paying for a beauty treatment so I advise her to keep the change 
HP1965,This would be similar to making a choice that places you in a far worse position you were in. 
HP1966,giving money to a charity
HP1967,$4 is probably the price of a MacDonalds burger and chips
HP1968,"This seems a poor deal. I need you to supply me some data, but I want most of the profit. So I guess the data only forms part of the main job, and may be support to back up the value of the product to the eventual buyer?"
HP1969,The amount left after my boyfriend goes grocery shopping. 
HP1970,Reducing the price even more to encourage it being sold 
HP1971,"I think it’s the same as dropping the price of eggs. If you always eat eggs, having the price drop by $4 is a great savings."
HP1972,Giving a good friend a discount on something you want to sell such as a piece of clothing. Because they are a good friend you dont always care about the money espically if you are getting rid of that item no matter what. 
HP1973,I reduced the price just before Christmas as part of the Black Friday Deals. 
HP1974,A major tax hike by the government. 
HP1975,Similar to the $2 scenario but they are much keener to sell the data.
HP1977,"It is similar to when you don't have a full data set to sell, or there are lots of incomplete answers in the data set. "
HP1978,Clearance price for old merchandise that needs to be gone.
HP1979,sale price by third for short time
HP1980,I find this similar to saving a decent amount of money on store products.
HP1981,Receiving an offer from an eBay seller on an item on your watchlist
HP1982,Losing money in a bet 
HP1983,losing value on an item or stock i have bought 
HP1984,"This is half off of the original set price, like when Food Lion runs a weekly special on certain products. "
HP1985,"You could be reducing the price to be more competitive of a provider to the broker, or possibly doing them a favor if you had a friendly history."
HP1986,I find this similar to a new customer discount - offering a reduced initial price to draw someone in.
HP1987,I find it to be that I'm not crediting myself enough for my work.
HP1988,definitely a loss! Similar to giving broker nothing?
HP1989,The price of DVDs has come down. This old technology is no longer wanted so the price has come down to try and sell the last DVDs in shops.
HP1990,I find it similar to not feeling confident for a job interview
HP1991,An online sale of merchadise i am interested in buying or have previously bought
HP1993,What you might get in a cut price shop
HP1994,Cost of living currently in the UK
HP1995,Being a bit generous.
HP1996,losing money at the store
HP1997,I find this similar to going to a trading card show and then negotiating a price with the seller
HP1998,"A large discount, usually when there is more wiggle room."
HP1999,I would feel that my efforts weren't worthy
HP2000,A large one-off discount.
HP2001,I find it similar to panicking that I wasn't going to make any money at a car boot sale and reducing the price too much.
HP2002,A BIG DISOUNT SALE at the end of a season to make way for new season stock
HP2003,Trying to get a good deal. 
HP2004,life becoming more exsepnsive
HP2007,an even bigger discount on a product which is available on the market
HP2008,A bigger sale discount - perhaps the item being discontinued 
