hp_response_id,memory
HP0944,Two coworkers getting paid for the week. They both get paid different amounts and choose to accept the amount they receive based upon the contracts they have at work. The merited amount goes to each individual as it should with no one asking or being interested in more. You get what you get for the work that was done.
HP0945,I am giving my child an allowance once a month
HP0946,"I decided that as the amount money had been given specifically for me, it would be going against the benefactors wishes if I then gave some of it away to someone else"
HP0947,Winning the premium Bonds and giving some away to my children
HP0948,Deciding on bonuses in corporate America 
HP0949,Interest payment on savings
HP0950,Transferring nothing means the person thinks this is a fair distribution. Participant thinks that he/she should maintain the edge. 
HP0951,"giving a little, like tithing."
HP0952,sharing my earnings with a friend
HP0953,I find it similar to being taxed by the government where the government takes a percent of my income.
HP0954,Being a selfish person
HP0955,i have no idea what i'm expected to write. it's similar to someone having a lot of something and not sharing equally
HP0956,"Like running a bet where you arrange for both sides to be as well off, regardless of the outcome."
HP0957,Potential selfishness.
HP0958,Someone who needs the money but also wants to be generous
HP0959,Another person was short $4 for lunch and I gave it to them.
HP0960,I find it similar to purchasing a small treat for a friend during myself purchasing a whole meal.
HP0961,giving my kids their allowance for doing a few chores around the house
HP0962,Someone being selfish.
HP0963,Not sure
HP0964,"This seems like I would be giving someone a little money because I feel bad, but I am keeping the majority of it for myself."
HP0965,Making a donation to an organization
HP0966,Forgetting to give the grandkids pocket money
HP0967,Playing the lottery.
HP0968,Having no expectations
HP0969,Being slightly generous to a homeless person
HP0970,This is similar to giving to charity - perhaps quite generously! 
HP0971,I find this similar to telling someone good job and give them a high five. No money is exchanged.I 
HP0972,It would be like being hard with money but still wanting to donate
HP0973,just been fair
HP0974,Hoarding wealth.
HP0975,I find that this is a neutral transfer.
HP0976,A senior teammate sharing part of their performance bonus with a junior employee who helped on a project
HP0977,Paying for a service
HP0978,Similar to seeing someone without any money and giving them money to afford some food.
HP0979,Like I have not interfered in fate.  I have a chance to make a colleagues life better by giving them something or worse by taking it away but I decide not to even tell them I have it and walk away.
HP0980,Paying for a meal/snack
HP0981,"If the split of dollars was already equal, say we both worked on a job, but I spent 2x as much time on it vs. the other participant."
HP0982,12
HP0983,To someone whom I owe nothing and have no reason to give.
HP0984,Paying them back for a coffee they purchased for you.
HP0985,Giving them something but not half
HP0986,how the rich have money but don't help others
HP0987,This is equal and not giving or taking
HP0988,buying a gift for a family member
HP0989,The CEO is paying his entry-level employees. 
HP0990,it almost similar to buying someone a coffee 
HP0991,"It would make me feel very selfish. It reminds me of my oldest kid using a younger sibling to help him do something that makes money (like shoveling driveways), but not giving any of the money to the younger siblings."
HP0992,"Sharing a portion of the money I might spend on food with a child, or someone with a smaller appetite than myself"
HP0993,My wife asking she is hungry and wants half my sandwhich and I give her a single bite.
HP0994,I was giving money to split between myself and a co-worker for a job we did.
HP0995,It would be like offering to pay for a friends coffee.
HP0996,"When people want to ensure they come out on top, so they are willing to share but not to their detriment or to make things equal as they still wish to be better."
HP0997,Yes I'd be happy to do this. I imagine it the same as if I was helping my work friend with her work.  Perhaps I'd buy a friend a coffee to this value as a treat on me.  
HP0998,It would be very kind and nice gesture
HP0999,Giving.
HP1000,Not helping someone when they need it.
HP1001,I find this similar to sharing some of my food with someone.
HP1002,"Billionaires sitting on their money and not wanting to give any of it away, even in fair taxes."
HP1003,"Being asked to donate money to a cause, while having little excess money to spare and having to decline"
HP1004,buying a sandwich at a deli
HP1005,betting with a friend on a football match
HP1006,This also wouldn't be the worse outcome.
HP1007,buying someone a cup of coffee
HP1008,Taxation in the USA
HP1009,this would not be even and i would not do it.
HP1010,not interacting with anyone when buying a ticket
HP1011,"I would find that similar to somebody who finds some money on the ground while walking with a friend.  The friend also sees the money at the same moment, but because I was quicker to pick most of it up I claim the majority of the money."
HP1012,It's similar to how I imagine most people would react in most situations.
HP1013,Giving a bite of icecream to a family member.
HP1014,laissez-faire the sort of behaviour of doing nothing to be risk averse
HP1015,"Paying for some sort of basic goods or services, maybe buying a coffee on my way to work?"
HP1016,I find this similar to helping someone who asked to borrow/have a couple of dollars.
HP1017,Two strangers walking past each other without a word spoken.
HP1018,Billionaires not passing $ down the chain
HP1019,I find it similar to someone giving the minimum that they can contribute knowing that they could perhaps give more
HP1020,my partner sharing her wages with me
HP1021,keeping sweets from someone else
HP1022,Giving 4 gifts and them giving 8
HP1023,Not donating to a charity
HP1024,I find that this is similar to showing no regard to our fellow man while also not taking anything away from them so as to not feel bad about the decision so that you can sleep at night.
HP1025,Nothing
HP1026,"Since no money is changing hands, this is like just hanging out. Nothing is really happening here."
HP1027,Sticking with the status quo giving no consideration to the other person
HP1028,Leaving things at the status quo. The luck of the draw. 
HP1029,"This is similar to bosses paying employees, giving them only a small amount. "
HP1030,A bit cheap - factory biscuits to a bake sale
HP1031,real life when people don't help out strangers
HP1032,Similar to disappointment that another person chose to not share.
HP1033,"Taking an extra cut, e.g. splitting a meal 60/40 because you've driven and used petrol"
HP1034,This can be like sending someone if they need a little more moeny for ordering food.
HP1035,Every day life at work.
HP1036,"this is how most real life situations work, because it's considered rude to discuss individual income differences. "
HP1037,I imagine this being similar to refusing to give money to someone else.
HP1038,Giving my daughter some spending money when we go out
HP1039,I find it similar to donating to a charity
HP1040,Being mean to someone
HP1041,sharing a meal with someone but you eat more than them 
HP1042,A mutual transaction
HP1043,not tipping
HP1044,I don't really find this similar to many things.  Perhaps when you are asked to give someone or a charity money and you don't.
HP1045,I would find this similar to watching past a charity money collector.
HP1046,"I would feel this is like a lottery, you win some, you lose some."
HP1047,"Donating to charity, where I am willing to donate a smaller portion of my funds to help those in need."
HP1048,Tipping a delivery driver 
HP1049,"similar to year end bonus. Some get higher bonus, while some get lower"
HP1050,Greed
HP1051,"Tossing a bit of your reward to another as a participation trophy, even though they did not initially receive the allocation"
HP1052,This is similar to you get what you were assigned at random. Since you started with nothing you should be excited that you got was randomly picked. 
HP1053,It feels like walking past a homeless person asking for money that I can afford to give
HP1054,I find it similar to running a business where the person getting the 8$ is the decision maker whereas the person getting $4 doesn't have much decision making power
HP1055,It is similar to winning at a game and you both win but equal amounts and you both keep the amount you won
HP1056,Give what you can afford
HP1057,Dividing something based on equity where funds are allocated based on the needs of each individual.
HP1058,"Accepting the results as they are, as if nature intended the original outcome. "
HP1059,Not giving money to a beggar on the street.
HP1060,income taxes taking 33% of your money away to pay for others who don't work
HP1061,An older sibling keeping all of their allowance which is more than the younger sibling.
HP1062,"Transferring $0 to the other participant is similar to not even having to consider sharing in the first place, such like when I was at school and was paying for lunch. That money was mine and mine only."
HP1063,This is an unequal allocation so I find it similar to giving money to a child - they get a smaller part of the entire package. 
HP1064,"This would be like an older sibling being given an amount of money for the two of you to share on a day out and them taking more of it on the basis that they're older so need more spending money for bigger ice creams, more expensive funfair rides etc. It would feel unfair to the younger sibling although sometimes it might be fair as they might both have the same number of rides or ice creams etc."
HP1065,I won't be transferring them any money as it's a zero amount.
HP1066,Not buying something from a shop
HP1067,it is similar to giving them 1/3 of the money instead of half which would be most fair
HP1068,Donating some of my money to a charity
HP1069,sharing
HP1070,"That is weird because you do not want to make that person get impact, you donate 2"
HP1071,I have $12 and choose to transfer $4 such as a charitable donation
HP1072,Getting ice cream and sharing some of it with my friend. 
HP1073,"I find this similar to giving a donation or percentage of income to a charity. You are still keeping a lot of it for yourself, but giving away part of it."
HP1074,This is a charitable contribution. This is donating a small amount to charity that we are able to do without 'hurting' our social standing.
HP1075,Being selfish and self motivated which is quite like the state of today's society
HP1076,"This would be trickling down and sharing a little but not equal so still kind of selfish, like Democratic politicians."
HP1077,8
HP1078,A homeless person asking for money and not giving any.
HP1079,"No actual transfer at all, and keeping it status quo"
HP1080,Being charitable but still making sure you have enough to live like giving to the poor.
HP1081,Acceptance of what is already.
HP1082,I remember not giving anything to a friend who obviously was in need of something I disagreed with.
HP1083,Giving someone a bite of your cake
HP1084,Not willing to donate and also fair
HP1085,I would find it similar to leaving a tip at a restaurant or something adjacent.
HP1086,Similar to keeping all the cookies for myself and not sharing
HP1087,Somebody I do not know or I am not overly keen on
HP1088,It reminds me of tipping out the cook when I worked as a waitress I would give over about a third or a quarter of my money to the cook at the end of my waiting shift
HP1089,"This is similar to leaving a standard tip at a restaurant—a conventional, socially expected amount that acknowledges good service without being overly generous or stingy."
HP1090,It would be like paying someone back for a cup of coffee that they bought you.
HP1091,Looking the other way when things are unequal.
HP1092,to no transaction
HP1093,i think that it would be a little greedy to transfer nothing to him
HP1094,When you and a co-worker are given different bonuses at work. You just keep what you are given and don't share anything.
HP1095,"It would be pity so that they walk away with something rather than nothing at all, while i keep most of it."
HP1096,"I'm eating a hershey bar and my son asks for some, so I give him 4 of the 12 squares of chocolate. "
HP1097,Being selfish
HP1098,paying taxes.
HP1099,Not donating to charity even when asked but keeping all the money for yourself
HP1100,"This to me also represents a hierarchy society, but is more reflective of someone born into the middle class. They are given no special advantages, but also not as vulnerable as those born into a lower class system. "
HP1101,Similar to just earning your own money and not sharing
HP1102,This would be fair but I would feel bad that I have more than they do and it wasn't their choice how much was allocated to them.  
HP1103,"A work colleague buys a farewell gift for a team member, then asks each of us to transfer her $4 as a donation to the gift cost."
HP1104,"If I gave $4 to another person, it would be a gift, like on a birthday or holiday."
HP1105,Sharing money with someone who doesn't have any. 
HP1106,I would find it similar to being an owner of a business as opposed to an employee
HP1107,"daily life, where you keep the money you gain"
HP1108,Greediness
HP1109,Having a bag of sweets and not offering any to anyone else.
HP1110,A situation where I have done more than half the work towards a shared goal.
HP1111,giving money to a homeless person
HP1112,I find it similar to buying a cup of coffee. Im fine with treating a participant to a cup of Joe
HP1113,This is similar to someone saying they will pay but the person does not pay. 
HP1114,Being selfish
HP1115,deciding to keep my money and letting them keep  their money
HP1116,Where I was owed money for buying  coffee so I didnt give them any money
HP1117,This feels like meeting someone and shaking hands and exchanging pleasantries. Neutral experience
HP1118,"Opting not to lend money to someone who asks,"
HP1119,We both get paid fair wages for our work.
HP1120,A Tory government
HP1121,Being frugal
HP1122,winning at an arcade game when theres others around who havent won anything
HP1123,Paying a friend for my share of lunch.
HP1124,This reminds me of a time that I borrowed a friend a tenner. Then they paid me back withing an hour. Basically I was back to even so I wasn't up or down.
HP1125,Playing a game 
HP1126,I find it similar to me giving a little less money for food to my boyfriend because he makes more money than me
HP1127,I find it similar to looking the other way when I have an advantage and someone else is at a disadvantage. 
HP1128,Being selfish
HP1129,Looking out for yourself first 
HP1130,"Greed, the current administration. Scrooge."
HP1131,Ignoring and overlooking another person in passing. 
HP1132,Doing nothing
HP1133,recognising that everthing is equal
HP1134,Splitting a lottery win with a family member so they can get themselves a treat.
HP1135,Families splitting their pocket money
HP1136,I Imagine that I found $12 that I didn't realize I had and decided to buy myself a coffee and give a big tip.
HP1137,Someone from a lower class willing to help but not able to give a lot.
HP1138,keeping things as they are
HP1139,donating spare cash to a good cause
HP1140,"If I were transferring money to someone, I guess it might feel similar to going out to eat together and splitting the bill but I did not eat as much."
HP1141,giving a gift.
HP1142,You both keep the money in your account regardless the amount you initially had. 
HP1143,It is similar to when a person does not want to share.
HP1144,sharing
HP1145,everyday life
HP1146,Being in control and taking a higher cut as the decision maker.
HP1147,Having a bag of sweets and giving a handful to a friend but keeping a good amount for myself 
HP1148,Splitting the bill at a restaraunt
HP1149,Settling up a bill with a friend where he bought an expensive drink for himself and a cheap drink for me.
HP1150,meh I can go even split
HP1151,It is like paying one's assistants.
HP1152,Ignoring a panhandler
HP1153,That seems like I would not be a team player.
HP1154,"A man and a woman working on the same tasks, with the same level experience and being paid for their time. The woman getting the $4."
HP1155,It's similar to a standard credit card check before making an online payment.
HP1156,"This is the second-best option, leaving the initial funds allocated alone. The system indicates who gets what, which isn't really unfair since it is randomized. This would be like winning the lottery."
HP1157,"This feels similar to offering a modest courtesy in daily life, such as holding a door open for someone or contributing a small amount to a shared expense. It is a gesture of cooperation without significant personal cost."
HP1158,"My coworker and I getting our paychecks, (I get paid more than her since I have worked at our job for longer, and there is no expectation for me to give her any of my money)"
HP1159,Splitting a check with a friend where they ordered a higher dollar amount but paid you the average.
HP1160,This is similar to rich people not giving to poorer people.
HP1161,A charity donation
HP1162,Giving some one a small thank you gift
HP1163,Management earning the money and then taking what they believe they deserve and then dispensing the rest to their employees beneath them. 
HP1164,"This is ok but it is kind of half arsing it, it is like when I do the garden I am not really giving it a fair go it is just a token effort really"
HP1165,This would be fair. It is similar to winning a lottery ticket and keeping your share.
HP1166,Sharing with a stranger.
HP1167,Nothing has changed
HP1168,"Like when Im out with someone at the restaurant, we each pay our own part. "
HP1169,It is not similar to anything because it has no value. 
HP1170,Twins celebrating their birthday and one gets a bigger present than the other.
HP1171,giving money to a homeless person
HP1172,This is similar to getting underpaid for a job
HP1173,"I find it similar to making a small donation to a charity I support. Pleasant, thoughts of maybe I should do more."
HP1174,"Like if someone owed me a dollar, and I have them $4 to go get a red baron pizza."
HP1175,I think it is similar to if I was paying the babysitter.  They take care of my kids all week long and I give them a substantial portion of my pay.
HP1176,Being a little greedy and possibly wanting more for myself.
HP1177,Giving someone a share of my allocation 
HP1178,Keeping some extra for myself because I need it more.
HP1179,I found a £20 note on the floor and I transferred my friend who was with me £4 since they were there with me but I deserved more since I found the note.
HP1180,A mean person who doesnt like to share equally
HP1181,even
HP1182,Giving to a small It could be similar to keeping loose change in your pocket or coat for when you're going to the shops to get something 
HP1183,Prioritising myself; I have recently learned the value of prioritising your own needs without sacrificing others needs completely.
HP1184,GIVING A BONUS TO AN EMPLOYEE
HP1185,slightly unfair as the participant wouldnt get anything
HP1186,Helping out a colleague at work who has forgotten their wallet or purse and need to buy lunch 
HP1187,"i went to the grocery store the other day. i couldn't find the most important thing on my list, cranberry sauce. i didn't know what to do b/c all the other stores that sold this item that were near me were already closed. everyone was counting on me to get the cranberry sauce. i ended up finding the last can that the store had available. i found it behind some cans of greenbeans"
HP1188,this is the equivalent of doing nothing and not going out of my way to be nice or mean
HP1189,being born wealthy and not sharing with others
HP1190,"A selfish, self centered person - hording all the money for themselves. "
HP1191,"I find this similar to splitting a bill based on what I consumed in a restaurant with friends or family, I don't contribute any more than needed and either do the other people."
HP1192,Everyday reality
HP1193,Tipping someone in a restuarant
HP1194,giving a small amount of your hard earned money to charity.
HP1195,Paying a friend back for buying something earlier
HP1196,Similar to buying a friend a soda on a road trip
HP1197,It's similar to helping out an acquaintance or someone I just met.
HP1198,Giving someone coffee change
HP1199,Paying my Dad for the magazine he picked up for me
HP1200,Helping a homeless person with money at the gas station
