subject_id,PROLIFIC_PID,source_study,game,Market,kw_dummy,treatment_cell,trial_order,actual_allocation_kept,actual_share_sent,actual_reason,actual_reason_category,actual_reason_category_num,b_S_vs_M,b_C_vs_M,n_substantive_hp,weight_M,weight_S,weight_C
market_control::lt::5a2ba3972a1bed0001f352a6,5a2ba3972a1bed0001f352a6,market_control,lt,1,0,lt_market,1,12.0,0.0,There is no benefit to me to sell the data for a lower price then the one originally put across to me. I am unsure why the computer set the price so low when more could be gained.,Self-interest,3,0.10780316037711343,-0.15234459016615892,2,0.4586607839133205,0.42480566993717295,0.11653354614950653
market_control::lt::5a3b25c1b10ade00010e2bbf,5a3b25c1b10ade00010e2bbf,market_control,lt,1,0,lt_market,1,7.0,0.4166666666666666,I don't think prices should be increased so much that it burdens the consumer,Moral,1,0.2920031901621047,0.25737481908746435,3,0.4018884780533435,0.4451852328785681,0.1529262890680885
market_control::lt::5a4996b835c9d50001fdcdbf,5a4996b835c9d50001fdcdbf,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,I decided to leave it as it was selected,No clear justification,0,0.05672922341367261,-0.11066860470094907,2,0.4658049394030017,0.41085257081427373,0.12334248978272463
market_control::lt::5a4a5db666e7880001de6366,5a4a5db666e7880001de6366,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,Happy with the original price,No clear justification,0,-0.08102363708334677,0.25263358682623477,3,0.4644736414610516,0.359566228111426,0.17596013042752243
market_control::lt::5a5bd24be0cf3d000126849e,5a5bd24be0cf3d000126849e,market_control,lt,1,0,lt_market,1,10.0,0.1666666666666666,I wanted to earn a good profit from the product. I didn't select the maximum as I wanted to be fair to the broker.,Moral,1,-0.18444609119845176,0.16154094341250583,4,0.48854766089229923,0.34222285843443095,0.1692294806732698
market_control::lt::5a9bff3b6475f900019ffc51,5a9bff3b6475f900019ffc51,market_control,lt,1,0,lt_market,1,10.5,0.125,It seemed reasonable since we are trying to consider something in real life.,No clear justification,0,0.20271910893113304,-0.03572521979616134,1,0.43476479819840197,0.44132129716157764,0.12391390464002038
market_control::lt::5a9d223b89de8200013f1893,5a9d223b89de8200013f1893,market_control,lt,1,0,lt_market,2,12.0,0.0,I would need to make this amount just to pay the broker his fee,Self-interest,3,0.716958379058894,-0.1511218480492619,3,0.34290331853451267,0.5701017103789227,0.08699497108656462
market_control::lt::5aa308f0b5e2110001c71eb5,5aa308f0b5e2110001c71eb5,market_control,lt,1,0,lt_market,2,5.0,0.5833333333333333,The decrease is not too big and not too small,No clear justification,0,-0.14115278125616826,-0.05520683654580309,1,0.4976799243953466,0.3630601105559182,0.1392599650487352
market_control::lt::5aa9528235237b0001132675,5aa9528235237b0001132675,market_control,lt,1,0,lt_market,2,7.5,0.375,I didn't want to take too much away,Moral,1,-0.10759915724631572,-0.1957836974420123,3,0.500866974854375,0.37713995756462937,0.12199306758099558
market_control::lt::5ad4a1eb754a0d0001622e5e,5ad4a1eb754a0d0001622e5e,market_control,lt,1,0,lt_market,2,10.0,0.1666666666666666,to earn more money and therefore benefit more,Self-interest,3,0.20271910893113304,-0.03572521979616134,1,0.43476479819840197,0.44132129716157764,0.12391390464002038
market_control::lt::5b15a1369663ee000146421e,5b15a1369663ee000146421e,market_control,lt,1,0,lt_market,1,9.5,0.2083333333333333,"I figure all data is valuable, so I increased the price. But you still have to be competitive so I didn't raise the price all the way to $12.",Self-interest,3,0.07351739077625542,0.36943815243022743,2,0.43035130615759115,0.38677815275269833,0.18287054108971054
market_control::lt::5b168549f6cef00001428386,5b168549f6cef00001428386,market_control,lt,1,0,lt_market,1,8.0,0.3333333333333333,"I believe in honesty, and fairness. By adjusting the price I would either devalue myself or the other participant. I would prefer to therefore stick to a pre-agreed price, so we are both treated fairly and so that we both know where we stand.",Moral,1,0.5113475364077094,-0.1298597868487042,2,0.3811086906595954,0.520044046815243,0.0988472625251617
market_control::lt::5b2509947f7816000145fa13,5b2509947f7816000145fa13,market_control,lt,1,0,lt_market,2,9.0,0.25,"To get a little bit more of the portion, since they might get more than me",Self-interest,3,-0.4836946886838424,-0.2184511829604697,3,0.5673347960722825,0.2974304316552432,0.13523477227247432
market_control::lt::5b44a4d396bc8a0001a9c4db,5b44a4d396bc8a0001a9c4db,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,I think its a fair split as the creation of something is the most important thing and should invite a higher percentage of the selling price,Moral,1,-0.21182321370100246,-0.2430259849579455,4,0.5225738223093924,0.3559117922198606,0.12151438547074699
market_control::lt::5b490bd59afec90001009679,5b490bd59afec90001009679,market_control,lt,1,0,lt_market,2,0.0,1.0,It would give it to be for free,No clear justification,0,0.4725844341046694,-0.19088725063921583,4,0.3908490846577801,0.513706518128007,0.09544439721421275
market_control::lt::5b4e50fb369f840001136070,5b4e50fb369f840001136070,market_control,lt,1,0,lt_market,1,11.0,0.0833333333333333,increase opportunities for what couold be bought,Mutual Benefit / Cooperation,2,-0.18586686805578373,-0.09650106266169477,1,0.5082945724316597,0.35513767390099116,0.13656775366734916
market_control::lt::5b7aa7bd5eb62e000187fbf3,5b7aa7bd5eb62e000187fbf3,market_control,lt,1,0,lt_market,2,12.0,0.0,I believe my data is more valuable than the price set.,Self-interest,3,0.6322967281518345,-0.14495761439176233,3,0.3586812075600192,0.54972327990078,0.09159551253920085
market_control::lt::5b9dbc7be671c60001226570,5b9dbc7be671c60001226570,market_control,lt,1,0,lt_market,2,12.0,0.0,I know what I am worth. I want to get the most out of something.,Self-interest,3,-0.23117859315737332,0.43158189773254346,1,0.4711949593078301,0.3160524469855106,0.21275259370665936
market_control::lt::5ba064c10d4416000157a224,5ba064c10d4416000157a224,market_control,lt,1,0,lt_market,2,10.0,0.1666666666666666,Honestly I just want more money.,Self-interest,3,-0.3019827353755043,-0.17288326736705745,2,0.5336477657497863,0.33334434279431324,0.13300789145590042
market_control::lt::5ba937d53c7a050001992e80,5ba937d53c7a050001992e80,market_control,lt,1,0,lt_market,1,10.0,0.1666666666666666,I wanted to maximise my profit while still allowing the other participant to gain something if we are selected,Self-interest,3,0.05672922341367261,-0.11066860470094907,2,0.4658049394030017,0.41085257081427373,0.12334248978272463
market_control::lt::5bb356db42eb6700017d5196,5bb356db42eb6700017d5196,market_control,lt,1,0,lt_market,2,0.0,1.0,Because I don’t know the other person,Self-interest,3,-0.3019827353755043,-0.17288326736705745,2,0.5336477657497863,0.33334434279431324,0.13300789145590042
market_control::lt::5bbbe1058f3bd70001e714e4,5bbbe1058f3bd70001e714e4,market_control,lt,1,0,lt_market,2,6.0,0.5,I wanted to make the amount more equal,Moral,1,-0.2118232137010024,-0.2430259849579455,4,0.5225738223093924,0.3559117922198606,0.12151438547074699
market_control::lt::5bd1ebd75c90120001d0f088,5bd1ebd75c90120001d0f088,market_control,lt,1,0,lt_market,2,11.0,0.0833333333333333,knowing what my work is worth,Self-interest,3,-0.10759915724631572,-0.1957836974420123,3,0.500866974854375,0.37713995756462937,0.12199306758099558
market_control::lt::5be2012f7227be0001e965ac,5be2012f7227be0001e965ac,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,"I'm happy to accept the price for the data without any changes. I feel we were given equal chance of being a broker, so they deserve their amount and I deserve my amount",Moral,1,0.2625674826681401,-0.17098184043680764,3,0.43034339915605024,0.46237575188907964,0.10728084895487006
market_control::lt::5beb23c7524a340001927005,5beb23c7524a340001927005,market_control,lt,1,0,lt_market,1,10.0,0.1666666666666666,To be able to make more profit.,Mutual Benefit / Cooperation,2,0.2604088929240888,-0.080868427145936,1,0.42640757389984707,0.45738420142823466,0.1162082246719183
market_control::lt::5bf003ccaf38d100016bb945,5bf003ccaf38d100016bb945,market_control,lt,1,0,lt_market,2,6.0,0.5,A fair payment for equal participants,Moral,1,-0.4836946886838424,-0.2184511829604697,3,0.5673347960722825,0.2974304316552432,0.13523477227247432
market_control::lt::5bf50c187ea49f0001ba734a,5bf50c187ea49f0001ba734a,market_control,lt,1,0,lt_market,1,10.0,0.1666666666666666,I’m all for gaining but don’t want to leave the other with nothing at all,Self-interest,3,0.6751246424532439,-0.12033338206202564,3,0.34979143869932894,0.5586954626091105,0.0915130986915605
market_control::lt::5c0676a61a20110001ea1a24,5c0676a61a20110001ea1a24,market_control,lt,1,0,lt_market,1,8.0,0.3333333333333333,"I think that if I understand this study correctly, the amount that I can sell data to the broker for is now $8.00 so if the broker earns $12, they would have enough to pay me $8.00 from it for the data.",Moral,1,-0.23117859315737332,0.43158189773254346,1,0.4711949593078301,0.3160524469855106,0.21275259370665936
market_control::lt::5c110067753adc00015913e3,5c110067753adc00015913e3,market_control,lt,1,0,lt_market,2,12.0,0.0,I chose a positive amount because I felt that was right,Moral,1,-0.2118232137010024,-0.2430259849579455,4,0.5225738223093924,0.3559117922198606,0.12151438547074699
market_control::lt::5c1b927f3c08ba000171621a,5c1b927f3c08ba000171621a,market_control,lt,1,0,lt_market,1,12.0,0.0,to receive the price i set,Self-interest,3,-0.1407053838268989,-0.08099356245251453,1,0.4993679926990161,0.36440738191823435,0.13622462538274951
market_control::lt::5c1c24b95a1e530001a333d4,5c1c24b95a1e530001a333d4,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,"unsure to be honest, gut feeling",No clear justification,0,0.2625674826681401,-0.17098184043680764,3,0.43034339915605024,0.46237575188907964,0.10728084895487006
market_control::lt::5c3272172f0f3500010284c0,5c3272172f0f3500010284c0,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,I think $8 is a fair price,Moral,1,-0.08102363708334683,0.25263358682623477,3,0.4644736414610516,0.359566228111426,0.17596013042752243
market_control::lt::5c336b366f160f0001348481,5c336b366f160f0001348481,market_control,lt,1,0,lt_market,2,12.0,0.0,I am participating in this study to make money and therefore I have chosen to keep the money for myself. I do not know the other participant and have no obligation to help them.,Self-interest,3,0.13259208378169993,-0.21782745446501575,4,0.45738174397889575,0.4337036677240908,0.1089145882970135
market_control::lt::5c3512d27ab36100015bd89a,5c3512d27ab36100015bd89a,market_control,lt,1,0,lt_market,1,10.5,0.125,Because I thought an increase would be interesting and beneficial,Mutual Benefit / Cooperation,2,0.2604088929240888,-0.080868427145936,1,0.42640757389984707,0.45738420142823466,0.1162082246719183
market_control::lt::5c41f99cdb1772000117f1b6,5c41f99cdb1772000117f1b6,market_control,lt,1,0,lt_market,2,6.0,0.5,"Again, equal input and output",Moral,1,0.2604088929240888,-0.080868427145936,1,0.42640757389984707,0.45738420142823466,0.1162082246719183
market_control::lt::5c5205c6818d2500010e98b3,5c5205c6818d2500010e98b3,market_control,lt,1,0,lt_market,1,8.0,0.3333333333333333,"Because it felt greedy to increase and not allow the broker to make a profit, but felt no need to decrease since it was over half",Moral,1,0.076054463168014,0.3390212987054172,2,0.43230613269592677,0.38940370325279294,0.1782901640512804
market_control::lt::5c546c0cb7cf140001d331b8,5c546c0cb7cf140001d331b8,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,It seemed like a fair price that did not require change,Moral,1,-0.5657990988189505,-0.26582570081057627,4,0.5841850772178427,0.2828995618194684,0.13291536096268894
market_control::lt::5c62af7d23142b000132f411,5c62af7d23142b000132f411,market_control,lt,1,0,lt_market,2,7.0,0.4166666666666666,I think this is a fair figure to reduce that total,Moral,1,-0.10759915724631576,-0.19578369744201246,3,0.500866974854375,0.3771399575646294,0.12199306758099558
market_control::lt::5c635a08e30ff200016badb9,5c635a08e30ff200016badb9,market_control,lt,1,0,lt_market,1,10.0,0.1666666666666666,The selected price was too low,No clear justification,0,-0.16893168199384156,0.36340560493519247,1,0.4685573923592175,0.3335451093663458,0.1978974982744367
market_control::lt::5c747244f33ac60001b7a9e2,5c747244f33ac60001b7a9e2,market_control,lt,1,0,lt_market,2,10.0,0.1666666666666666,I want to gain more from the final price but without raising the price too much,Self-interest,3,-0.020980464798904128,-0.2004209396657265,3,0.4852760143412907,0.3970985641165791,0.11762542154213015
market_control::lt::5c7e21805a66930017244a7b,5c7e21805a66930017244a7b,market_control,lt,1,0,lt_market,2,10.0,0.1666666666666666,I chose this as this one feels more like a business decision than a transaction where I am sharing with a peer.,Mutual Benefit / Cooperation,2,0.2625674826681402,-0.17098184043680748,3,0.43034339915605024,0.46237575188907964,0.10728084895487006
market_control::lt::5c7fd0c8cfd4e30016991f5e,5c7fd0c8cfd4e30016991f5e,market_control,lt,1,0,lt_market,1,12.0,0.0,I wanted to get more for us all,Mutual Benefit / Cooperation,2,0.20271910893113304,-0.03572521979616134,1,0.43476479819840197,0.44132129716157764,0.12391390464002038
market_control::lt::5c929e7b18adb600131a667a,5c929e7b18adb600131a667a,market_control,lt,1,0,lt_market,1,10.5,0.125,It still allows for the other person to collect some profit if selected but also means I would maximise my chances of coming away with a decent bonus,Self-interest,3,0.5043319227339651,0.22884935549446977,4,0.36659356087258593,0.4978312458438847,0.13557519328352935
market_control::lt::5c95970cd676900016e1a940,5c95970cd676900016e1a940,market_control,lt,1,0,lt_market,2,12.0,0.0,It looked like that was the maximum amount I could charge so I chose that,Self-interest,3,-0.020980464798904114,-0.20042093966572652,3,0.4852760143412907,0.3970985641165792,0.11762542154213013
market_control::lt::5c98a9e305f102001640f1d0,5c98a9e305f102001640f1d0,market_control,lt,1,0,lt_market,2,9.0,0.25,I didn't want to increase too much in case i discourage the intermediary.,Self-interest,3,0.4622937336699125,-0.0937296912364682,2,0.3889766850691133,0.5064380191667516,0.10458529576413514
market_control::lt::5ca8b2b8614b7b0016be5501,5ca8b2b8614b7b0016be5501,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,I feel that I've put in more work than the broker therefore deserve more of the share,Moral,1,-0.5657990988189505,-0.26582570081057627,4,0.5841850772178427,0.2828995618194684,0.13291536096268894
market_control::lt::5cab2d5596dfa40001dceefc,5cab2d5596dfa40001dceefc,market_control,lt,1,0,lt_market,2,5.5,0.5416666666666667,It's not changing much so still being fair while also being respectful,Moral,1,0.5113475364077094,-0.1298597868487042,2,0.3811086906595954,0.520044046815243,0.0988472625251617
market_control::lt::5cb0e65f1a9e59001571df9a,5cb0e65f1a9e59001571df9a,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,I didn't want to lower it as that's unfair. So i kept it fair at the price generated.,Moral,1,0.13259208378169987,-0.2178274544650158,4,0.45738174397889575,0.43370366772409075,0.10891458829701349
market_control::lt::5cbde499f015c800186299f2,5cbde499f015c800186299f2,market_control,lt,1,0,lt_market,1,8.0,0.3333333333333333,"It was a proven price, so a sale is likely. I get paid for the data, while the intermediary gets paid for their services. I thought it was most likely to be a winning strategy.",Mutual Benefit / Cooperation,2,0.5113475364077094,-0.1298597868487042,2,0.3811086906595954,0.520044046815243,0.0988472625251617
market_control::lt::5cebd58ade266200191eaf7d,5cebd58ade266200191eaf7d,market_control,lt,1,0,lt_market,1,0.0,1.0,"Its random, its not real, I won't lose and I don;t know the other person",Self-interest,3,0.6751246424532439,-0.12033338206202564,3,0.34979143869932894,0.5586954626091105,0.0915130986915605
market_control::lt::5cefd79bc37f4f0018de98da,5cefd79bc37f4f0018de98da,market_control,lt,1,0,lt_market,2,12.0,0.0,I wanted the most money and think that increasing the price gave me that but it wasnt clear,Self-interest,3,-0.2118232137010024,-0.2430259849579455,4,0.5225738223093924,0.3559117922198606,0.12151438547074699
market_control::lt::5cf5497696cde00015bc3ce7,5cf5497696cde00015bc3ce7,market_control,lt,1,0,lt_market,2,8.0,0.3333333333333333,I wanted to go with the set price as a thought it was fair,Moral,1,-0.08102363708334683,0.25263358682623477,3,0.4644736414610516,0.359566228111426,0.17596013042752243
market_control::lt::5d092c1f7dad2200193be669,5d092c1f7dad2200193be669,market_control,lt,1,0,lt_market,2,9.5,0.2083333333333333,It seems fair and neither of us lose much,Moral,1,0.01335709894791895,-0.12389745927001816,2,0.4745210321848824,0.40144371394324485,0.12403525387187275
market_control::lt::5d20f6cbc1dc1c0001162dd5,5d20f6cbc1dc1c0001162dd5,market_control,lt,1,0,lt_market,2,10.0,0.1666666666666666,as its my data so i should earn considerably the most for it,Self-interest,3,0.013357098947918962,-0.12389745927001816,2,0.4745210321848824,0.40144371394324485,0.12403525387187275
