subject_id,PROLIFIC_PID,source_study,game,Market,kw_dummy,market_x_kw,treatment_cell,trial_order,actual_allocation_kept,actual_share_sent,actual_reason,actual_reason_category,actual_reason_category_num,subject_effect_S,subject_effect_C,treatment_effect_S,treatment_effect_C,fitted_probability_M,fitted_probability_S,fitted_probability_C
control_kwlt::561f684fed6e5a000dc7e878,561f684fed6e5a000dc7e878,control_kwlt,kw,0,1,0,kw_control,1,7.0,0.4166666666666666,This is the only amount i can loan out.,Self-interest,3,1.33260704432267,-0.043760257188253944,-0.2776441740850492,-0.018037771449128295,0.5100626083590837,0.4725153626379278,0.017422029002988518
control_kwlt::561f684fed6e5a000dc7e878,561f684fed6e5a000dc7e878,control_kwlt,lt,0,0,0,lt_control,2,7.5,0.375,I wouldn't give more than half,Self-interest,3,1.33260704432267,-0.043760257188253944,0.0,0.0,0.45543988996993967,0.5288100174138377,0.015750092616222625
control_kwlt::56610c81b018d100126e5da9,56610c81b018d100126e5da9,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,I chose this option to be fair and equal with my partner.,Moral,1,-0.0175629728395419,-0.06440061804453436,-0.2776441740850492,-0.018037771449128295,0.7461796389585496,0.22819448191970185,0.02562587912174855
control_kwlt::56610c81b018d100126e5da9,56610c81b018d100126e5da9,control_kwlt,lt,0,0,0,lt_control,1,10.0,0.1666666666666666,I chose this option because this would come to an equal distribution between the 2 of us.,Moral,1,-0.0175629728395419,-0.06440061804453436,0.0,0.0,0.7037070454564158,0.2718016739365722,0.02449128060701194
control_kwlt::56a1ed56e1e5a6000c8fbe33,56a1ed56e1e5a6000c8fbe33,control_kwlt,kw,0,1,0,kw_control,2,7.0,0.4166666666666666,I was going to go 50 50 but I have been recently denied a pay rise and and not feeling overly generous.,Self-interest,3,-0.10580483698852944,-0.028290965225515108,-0.2776441740850492,-0.018037771449128295,0.757943344937429,0.21503182860466824,0.027024826457902787
control_kwlt::56a1ed56e1e5a6000c8fbe33,56a1ed56e1e5a6000c8fbe33,control_kwlt,lt,0,0,0,lt_control,1,8.0,0.3333333333333333,I'm just keeping it as it was. I'm normally all about sharing and fairness but I've had a bad week so I'm not feeling as generous as I usually would,Self-interest,3,-0.10580483698852944,-0.028290965225515108,0.0,0.0,0.71685781417592,0.2572354226863671,0.02590676313771291
control_kwlt::56a93b0a402025000bd62f17,56a93b0a402025000bd62f17,control_kwlt,kw,0,1,0,kw_control,1,12.0,0.0,I don't know the other person so don't feel beholden to give them any money,Self-interest,3,0.2934357239989487,-0.09051568370868383,-0.2776441740850492,-0.018037771449128295,0.699138059536612,0.2775948568262483,0.023267083637139665
control_kwlt::56a93b0a402025000bd62f17,56a93b0a402025000bd62f17,control_kwlt,lt,0,0,0,lt_control,2,8.0,0.3333333333333333,I wouldn't give someone I don't know some of my money but wouldn't take any money from them,Self-interest,3,0.2934357239989487,-0.09051568370868383,0.0,0.0,0.6523219409782582,0.3256887653011594,0.021989293720582306
control_kwlt::56c81007ba8e37000d7b211e,56c81007ba8e37000d7b211e,control_kwlt,kw,0,1,0,kw_control,2,9.5,0.2083333333333333,It feels fair to share,Moral,1,-0.007237253851305395,-0.09688516547417073,-0.2776441740850492,-0.018037771449128295,0.7453117565378711,0.22991456050265519,0.024773682959473714
control_kwlt::56c81007ba8e37000d7b211e,56c81007ba8e37000d7b211e,control_kwlt,lt,0,0,0,lt_control,1,7.0,0.4166666666666666,I think it’s fair they had some more,Moral,1,-0.007237253851305395,-0.09688516547417073,0.0,0.0,0.702632506366125,0.2736997939154586,0.023667699718416403
control_kwlt::5731d20d5b8b0600107d1995,5731d20d5b8b0600107d1995,control_kwlt,kw,0,1,0,kw_control,1,8.0,0.3333333333333333,I do think it's fair they have something but I would like more,Self-interest,3,-0.0072372538513053985,-0.09688516547417063,-0.2776441740850492,-0.018037771449128295,0.7453117565378711,0.22991456050265519,0.024773682959473714
control_kwlt::5731d20d5b8b0600107d1995,5731d20d5b8b0600107d1995,control_kwlt,lt,0,0,0,lt_control,2,7.0,0.4166666666666666,We both should have some but I would like a little more,Self-interest,3,-0.0072372538513053985,-0.09688516547417063,0.0,0.0,0.702632506366125,0.2736997939154586,0.023667699718416403
control_kwlt::57a3de9ddcff7d0001c7d35a,57a3de9ddcff7d0001c7d35a,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,"Both unfairly allocated money, best to make it equal",Moral,1,0.29343572399894874,-0.09051568370868389,-0.2776441740850492,-0.018037771449128295,0.699138059536612,0.2775948568262483,0.023267083637139665
control_kwlt::57a3de9ddcff7d0001c7d35a,57a3de9ddcff7d0001c7d35a,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,"I thought it was fair, neither of us chose the allocations, taking money wasn't an option but making things equal seemed the best choice",Moral,1,0.29343572399894874,-0.09051568370868389,0.0,0.0,0.6523219409782582,0.3256887653011594,0.021989293720582306
control_kwlt::57a78015454e5400015f57ec,57a78015454e5400015f57ec,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,I believe that we should divide up our resources equally,Moral,1,-0.4242498912334839,-0.0819993010526113,-0.2776441740850492,-0.018037771449128295,0.8004282690085824,0.17240037672185182,0.02717135426956575
control_kwlt::57a78015454e5400015f57ec,57a78015454e5400015f57ec,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,I want to reduce the imbalance between both of us. If the world adopted that approach it would make the world a much happier place.,Moral,1,-0.4242498912334839,-0.0819993010526113,0.0,0.0,0.7643081123845519,0.20937871591028442,0.026313171705163625
control_kwlt::5815a5f000b325000184db51,5815a5f000b325000184db51,control_kwlt,kw,0,1,0,kw_control,2,8.0,0.3333333333333333,"Same as last time. It seems unfair if they get nothing, but I want the money for myself!",Self-interest,3,0.073832359519384,-0.08292214890148597,-0.2776441740850492,-0.018037771449128295,0.7331123266790391,0.2422097454035838,0.024677927917377097
control_kwlt::5815a5f000b325000184db51,5815a5f000b325000184db51,control_kwlt,lt,0,0,0,lt_control,1,7.0,0.4166666666666666,Torn between evening things up and the fact that I would be losing out to someone I don't even know exists. So split the difference between 0 and 2,Self-interest,3,0.073832359519384,-0.08292214890148597,0.0,0.0,0.6892797020704525,0.2872104595569122,0.023509838372635213
control_kwlt::58174d95a22f0f0001a3f0be,58174d95a22f0f0001a3f0be,control_kwlt,kw,0,1,0,kw_control,2,10.0,0.1666666666666666,"I didn't want to be greedy, so gave a small amount to the other participant as they had nothing",Moral,1,-0.007237253851305399,-0.09688516547417071,-0.2776441740850492,-0.018037771449128295,0.7453117565378711,0.22991456050265519,0.024773682959473714
control_kwlt::58174d95a22f0f0001a3f0be,58174d95a22f0f0001a3f0be,control_kwlt,lt,0,0,0,lt_control,1,8.0,0.3333333333333333,"I decided I wanted to be content with what I had and not take any money from the other participant, nor be generous and give any away as I need it",Self-interest,3,-0.007237253851305399,-0.09688516547417071,0.0,0.0,0.702632506366125,0.2736997939154586,0.023667699718416403
control_kwlt::5841a2d39d65770001cebfa1,5841a2d39d65770001cebfa1,control_kwlt,kw,0,1,0,kw_control,2,8.0,0.3333333333333333,"I always do the right thing and for once decided to do slightly less then the right thing. I probably won't think about this again though, and its hypothetical.",Moral,1,0.2934357239989488,-0.09051568370868389,-0.2776441740850492,-0.018037771449128295,0.699138059536612,0.2775948568262483,0.02326708363713966
control_kwlt::5841a2d39d65770001cebfa1,5841a2d39d65770001cebfa1,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,"this means we both have the same amount, which is fair",Moral,1,0.2934357239989488,-0.09051568370868389,0.0,0.0,0.6523219409782582,0.3256887653011594,0.021989293720582306
control_kwlt::589fc07f1521230001ebf494,589fc07f1521230001ebf494,control_kwlt,kw,0,1,0,kw_control,2,12.0,0.0,Same. I am here to make money so of course I want to maximize my income.,Self-interest,3,0.2505604384671562,-0.07176020694986578,-0.2776441740850492,-0.018037771449128295,0.7056698093462744,0.2703825838561053,0.0239476067976202
control_kwlt::589fc07f1521230001ebf494,589fc07f1521230001ebf494,control_kwlt,lt,0,0,0,lt_control,1,12.0,0.0,"why not? I'm here to make money, and if this maximizes my income, of course I'm going to do it.",Self-interest,3,0.2505604384671562,-0.07176020694986578,0.0,0.0,0.6594390737126576,0.3178919211973688,0.022669005089973493
control_kwlt::58bd73414cdfd90001778323,58bd73414cdfd90001778323,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,"it seemed a fair distribution for another participant, hopefully they will do the same",Moral,1,0.7003822128701671,-0.0245726962745261,-0.2776441740850492,-0.018037771449128295,0.6288139847568285,0.3490051910709858,0.022180824172185754
control_kwlt::58bd73414cdfd90001778323,58bd73414cdfd90001778323,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,a fair distribution. hopefully they would do the same in future,Moral,1,0.7003822128701671,-0.0245726962745261,0.0,0.0,0.5776538861082168,0.40171562743239164,0.020630486459391556
control_kwlt::58e4193733ae3700012735e5,58e4193733ae3700012735e5,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,Because it's fair that we get the same each,Moral,1,-0.14055267846633884,-0.061445076844493345,-0.2776441740850492,-0.018037771449128295,0.7634272229752446,0.21022613286870506,0.02634664415605045
control_kwlt::58e4193733ae3700012735e5,58e4193733ae3700012735e5,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,Then we have the same amount again,Moral,1,-0.14055267846633884,-0.061445076844493345,0.0,0.0,0.7228185514231333,0.2518961979191768,0.025285250657689877
control_kwlt::590a361371adfd000150e4c2,590a361371adfd000150e4c2,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,because it's fair and i dont know the outcome so hedging my bets,Mutual Benefit / Cooperation,2,0.09940651637171155,0.3707433832211587,-0.2776441740850492,-0.018037771449128295,0.7188441370428715,0.24307894857667034,0.03807691438045821
control_kwlt::590a361371adfd000150e4c2,590a361371adfd000150e4c2,control_kwlt,lt,0,0,0,lt_control,2,8.0,0.3333333333333333,I feel like keeping the money for myself,Self-interest,3,0.09940651637171155,0.3707433832211587,0.0,0.0,0.6756050985066778,0.2881340449304048,0.036260856562917436
control_kwlt::5937fa89d3501e0001bc077b,5937fa89d3501e0001bc077b,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,even it out,Moral,1,-0.12327971988851406,-0.041989609608548285,-0.2776441740850492,-0.018037771449128295,0.760648914827366,0.21259161508314975,0.026759470089484354
control_kwlt::5937fa89d3501e0001bc077b,5937fa89d3501e0001bc077b,control_kwlt,lt,0,0,0,lt_control,1,2.5,0.7916666666666666,didn't want to appear cruel,Moral,1,-0.12327971988851406,-0.041989609608548285,0.0,0.0,0.7198071650806936,0.25452574090628693,0.025667094013019365
control_kwlt::5944e8d4d8d2690001d0a6fa,5944e8d4d8d2690001d0a6fa,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,"I'm not greedy, we share equally",Moral,1,0.024181315179566985,-0.03593868709598246,-0.2776441740850492,-0.018037771449128295,0.7395533210337794,0.23433268126498433,0.02611399770123627
control_kwlt::5944e8d4d8d2690001d0a6fa,5944e8d4d8d2690001d0a6fa,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,we both now have $6 and are equal. I'm not greedy and like to share,Moral,1,0.024181315179566985,-0.03593868709598246,0.0,0.0,0.6965170227354964,0.2785605924221197,0.024922384842383898
control_kwlt::5953acc10dd7710001aec19e,5953acc10dd7710001aec19e,control_kwlt,kw,0,1,0,kw_control,2,6.5,0.4583333333333333,it was where the cursor stopped and it did not seem to want to go further,No clear justification,0,0.18049731886909784,-0.05721172219659958,-0.2776441740850492,-0.018037771449128295,0.7163996922984188,0.2589017541673009,0.024698553534280285
control_kwlt::5953acc10dd7710001aec19e,5953acc10dd7710001aec19e,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,it was the half way point between being magnanimous and being mean,Moral,1,0.18049731886909784,-0.05721172219659958,0.0,0.0,0.6711268255120262,0.3054328449435648,0.02344032954440894
control_kwlt::59692d61355b45000106c592,59692d61355b45000106c592,control_kwlt,kw,0,1,0,kw_control,1,8.0,0.3333333333333333,I chose this allocation as I felt it was fair to allocate some of the bonus to the other participant. I believe that most people would keep slightly more of this so this is why I did that split.,Moral,1,0.08479608235096767,-0.035919269768617264,-0.2776441740850492,-0.018037771449128295,0.7305796712415914,0.24364861668706012,0.025771712071348478
control_kwlt::59692d61355b45000106c592,59692d61355b45000106c592,control_kwlt,lt,0,0,0,lt_control,2,7.0,0.4166666666666666,"I felt that I should give some as the other participant had been given less and this felt unfair,",Moral,1,0.08479608235096767,-0.035919269768617264,0.0,0.0,0.6866723412492134,0.2887842373822352,0.024543421368551404
control_kwlt::596ba5ec6956b40001c59bf4,596ba5ec6956b40001c59bf4,control_kwlt,kw,0,1,0,kw_control,2,9.0,0.25,I wanted to give them something and not leave them with nothing,Moral,1,-0.1788391484555632,-0.09077944534041633,-0.2776441740850492,-0.018037771449128295,0.769237314206383,0.20496810846435315,0.0257945773292639
control_kwlt::596ba5ec6956b40001c59bf4,596ba5ec6956b40001c59bf4,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,I didn’t want to take away from the other participant and I didn’t want to give them nothing as I have been allocated more,Moral,1,-0.1788391484555632,-0.09077944534041633,0.0,0.0,0.7291747632878731,0.24603904726323902,0.02478618944888783
control_kwlt::596e7593b174180001756f23,596e7593b174180001756f23,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,It's a fair and even split,Moral,1,-0.037028211238415716,-0.049910679556004534,-0.2776441740850492,-0.018037771449128295,0.7486885775248847,0.2252158842150796,0.026095538260035717
control_kwlt::596e7593b174180001756f23,596e7593b174180001756f23,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,"It is fair. We are both doing the same study, so why should I benefit more than the other person. I would be annoyed if someone got more than me for doing the same thing.",Moral,1,-0.037028211238415716,-0.049910679556004534,0.0,0.0,0.7065295920753156,0.2685132569485028,0.02495715097618155
control_kwlt::5978828cae36d500016ca8b9,5978828cae36d500016ca8b9,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,I wanted to be as fair as possible. I hope that others would make any decision that affected me in the same way.,Moral,1,-0.007237253851305389,-0.09688516547417063,-0.2776441740850492,-0.018037771449128295,0.7453117565378711,0.22991456050265519,0.024773682959473714
control_kwlt::5978828cae36d500016ca8b9,5978828cae36d500016ca8b9,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,"I wanted us to have equal awards, as I wish that others would make this same judgement if it affected me.",Moral,1,-0.007237253851305389,-0.09688516547417063,0.0,0.0,0.702632506366125,0.2736997939154586,0.023667699718416403
control_kwlt::5979d62b1fc28a000191759a,5979d62b1fc28a000191759a,control_kwlt,kw,0,1,0,kw_control,1,9.0,0.25,"Certain I won't get a bonus, as the structure of the study doesn't make it realistic, so picked random, odd amount.",No clear justification,0,0.561902858105156,-0.03759600719479972,-0.2776441740850492,-0.018037771449128295,0.6533732871807126,0.3238158206341019,0.022810892185185484
control_kwlt::5979d62b1fc28a000191759a,5979d62b1fc28a000191759a,control_kwlt,lt,0,0,0,lt_control,2,8.0,0.3333333333333333,"Being reasonable, if a little selfish",Moral,1,0.561902858105156,-0.03759600719479972,0.0,0.0,0.6035368832444518,0.3751267762456958,0.02133634050985249
control_kwlt::59930c0fb9269d00016ec252,59930c0fb9269d00016ec252,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,i like to be fair,Moral,1,0.23849228217808888,-0.04065363344766892,-0.2776441740850492,-0.018037771449128295,0.7070249845179443,0.2682178245926917,0.02475719088936408
control_kwlt::59930c0fb9269d00016ec252,59930c0fb9269d00016ec252,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,it means we have the same amount so it is fair,Moral,1,0.23849228217808888,-0.04065363344766892,0.0,0.0,0.6610075533278494,0.31554589846268555,0.023446548209465016
control_kwlt::599dacb43c7d1a0001deef97,599dacb43c7d1a0001deef97,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,fairness.,Moral,1,0.395161666761139,-0.06433029208047143,-0.2776441740850492,-0.018037771449128295,0.6820729249834889,0.2946689491198077,0.023258125896703494
control_kwlt::599dacb43c7d1a0001deef97,599dacb43c7d1a0001deef97,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,fairness. both now have the same amount.,Moral,1,0.395161666761139,-0.06433029208047143,0.0,0.0,0.6340497493417407,0.3440534495390166,0.021896801119242568
control_kwlt::59d264e2faf42e00012b6cba,59d264e2faf42e00012b6cba,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,"I thought a 50/50 split was fair, it gave us equal amounts. Even though the participant is unknown to me, I imagined how I would feel to be in their position and how I would think it was fair to split it 50/50. I did not want to be selfish.",Moral,1,0.11251517596287974,-0.06961130185229315,-0.2776441740850492,-0.018037771449128295,0.7270450732097423,0.24816938179276876,0.024785544997488845
control_kwlt::59d264e2faf42e00012b6cba,59d264e2faf42e00012b6cba,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,"I did not want to take money from the other participant as that felt selfish, but was willing to share a small proportion of my allocation to make us more even.",Moral,1,0.11251517596287974,-0.06961130185229315,0.0,0.0,0.6826880414686928,0.2937317067694609,0.023580251761846326
control_kwlt::59d37a45f7b7a00001198315,59d37a45f7b7a00001198315,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,its fair,Moral,1,-0.5830219661092219,-0.09385592295140038,-0.2776441740850492,-0.018037771449128295,0.8190739115436306,0.15339407658336515,0.027532011873004223
control_kwlt::59d37a45f7b7a00001198315,59d37a45f7b7a00001198315,control_kwlt,lt,0,0,0,lt_control,1,4.0,0.6666666666666667,"because that makes it fair, and I have been taught to be kind",Moral,1,-0.5830219661092219,-0.09385592295140038,0.0,0.0,0.785549496746285,0.18766249818027933,0.02678800507343556
control_kwlt::59dc80b77f3d71000171d3c8,59dc80b77f3d71000171d3c8,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,"It seems the most fair to me - neither I nor the other party did anything to make me think we don't deserve equal shares (as far as I know, at least)",Moral,1,0.5843045484947537,-0.08382297674210826,-0.2776441740850492,-0.018037771449128295,0.650190778982602,0.3281446806918286,0.02166454032556936
control_kwlt::59dc80b77f3d71000171d3c8,59dc80b77f3d71000171d3c8,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,"Similar to the last question - no information was provided suggesting I or the other party were more/less deserving, so i felt it was important to aim for equality in the outcomes",Moral,1,0.5843045484947537,-0.08382297674210826,0.0,0.0,0.60003986966893,0.3797153219588151,0.020244808372254952
control_kwlt::59dc8c1b24d7bf00012f099f,59dc8c1b24d7bf00012f099f,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,i thought it was best to split the money,Moral,1,-0.5599672020111613,-0.08041496065442032,-0.2776441740850492,-0.018037771449128295,0.8161928188448504,0.15600859310758822,0.027798588047561325
control_kwlt::59dc8c1b24d7bf00012f099f,59dc8c1b24d7bf00012f099f,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,we then have an equal amount each,Moral,1,-0.5599672020111613,-0.08041496065442032,0.0,0.0,0.7823060705704601,0.19066435156213013,0.027029577867409813
control_kwlt::59e60f9a3e4b5a00016aa0cd,59e60f9a3e4b5a00016aa0cd,control_kwlt,kw,0,1,0,kw_control,2,0.0,1.0,"I would have no hesitation in paying for regular help and support with day to day essentials such as shopping, support in the home, and attending essential medical needs.",No clear justification,0,-0.3257861255112982,-0.026677795876675778,-0.2776441740850492,-0.018037771449128295,0.7870607625723577,0.1847396573318699,0.028199580095772482
control_kwlt::59e60f9a3e4b5a00016aa0cd,59e60f9a3e4b5a00016aa0cd,control_kwlt,lt,0,0,0,lt_control,1,2.0,0.8333333333333334,"It is important to reward someone who carries out work on my behalf in an honest, trustworthy and timely manner.",Moral,1,-0.3257861255112982,-0.026677795876675778,0.0,0.0,0.7494295719559536,0.22334344412626625,0.02722698391778015
control_kwlt::59e8502b7f3d71000171df0a,59e8502b7f3d71000171df0a,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,I thought it was only fair to share evenly.,Moral,1,0.44065997179176636,-0.06383338499536939,-0.2776441740850492,-0.018037771449128295,0.6744725622362473,0.302536643842698,0.022990793921054648
control_kwlt::59e8502b7f3d71000171df0a,59e8502b7f3d71000171df0a,control_kwlt,lt,0,0,0,lt_control,1,6.0,0.5,I thought it was the right thing to do to share the money equally.,Moral,1,0.44065997179176636,-0.06383338499536939,0.0,0.0,0.6259177109265786,0.35247517297507375,0.021607116098347704
control_kwlt::59e9d2c6c0d35a0001295448,59e9d2c6c0d35a0001295448,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,To split the money equally,Moral,1,-0.3136504157875685,0.3420656607394264,-0.2776441740850492,-0.018037771449128295,0.7756630256305833,0.18415847762759668,0.040178496741820044
control_kwlt::59e9d2c6c0d35a0001295448,59e9d2c6c0d35a0001295448,control_kwlt,lt,0,0,0,lt_control,1,4.0,0.6666666666666667,We should both get the same allocation for the same effort,Moral,1,-0.3136504157875685,0.3420656607394264,0.0,0.0,0.7385459131555826,0.22266229111461117,0.038791795729806226
control_kwlt::59edc2c816ecc200016ff9cc,59edc2c816ecc200016ff9cc,control_kwlt,kw,0,1,0,kw_control,1,8.0,0.3333333333333333,I feel that it would be fair to give the other participant a little bit of money. If I didn't I would feel quite guilty. I was quite tempted to take all the money but I thought I should share some of it.,Moral,1,-0.32061008980202566,-0.10283750113790686,-0.2776441740850492,-0.018037771449128295,0.7880575808405834,0.18577972398487638,0.02616269517454021
control_kwlt::59edc2c816ecc200016ff9cc,59edc2c816ecc200016ff9cc,control_kwlt,lt,0,0,0,lt_control,2,4.0,0.6666666666666667,I thought it would be fair if we both had the same amount of money.,Moral,1,-0.32061008980202566,-0.10283750113790686,0.0,0.0,0.7502246912669788,0.22452056836949075,0.02525474036353043
control_kwlt::59fd4a71f5b5a3000139379c,59fd4a71f5b5a3000139379c,control_kwlt,kw,0,1,0,kw_control,2,6.0,0.5,I decided that we would both get half of the reward,Moral,1,0.09308957401297173,-0.05032242542959101,-0.2776441740850492,-0.018037771449128295,0.729612615783913,0.24502144595830289,0.025365938257784083
control_kwlt::59fd4a71f5b5a3000139379c,59fd4a71f5b5a3000139379c,control_kwlt,lt,0,0,0,lt_control,1,4.0,0.6666666666666667,I didn't mind giving half as I had no attachment to the money,Moral,1,0.09308957401297173,-0.05032242542959101,0.0,0.0,0.6855625165676174,0.29028793153888766,0.024149551893495033
control_kwlt::5a00e6da120fb300019480b3,5a00e6da120fb300019480b3,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,SHARING IS A GOOD THING,Moral,1,-0.24797350951418612,0.3631624440507716,-0.2776441740850492,-0.018037771449128295,0.7667505726880345,0.19272328297439417,0.04052614433757139
control_kwlt::5a00e6da120fb300019480b3,5a00e6da120fb300019480b3,control_kwlt,lt,0,0,0,lt_control,2,6.0,0.5,BECAUSE WE THEN HAVE AN EQUAL SHARE WHICH IS FAIR,Moral,1,-0.24797350951418612,0.3631624440507716,0.0,0.0,0.7286508920371574,0.2323020047262619,0.0390471032365807
control_kwlt::5a4e26a8f4c9dc0001b7a1b5,5a4e26a8f4c9dc0001b7a1b5,control_kwlt,kw,0,1,0,kw_control,1,8.0,0.3333333333333333,I have decided to transfer a portion as it was allocated to me for a reason and im giving a token amount. It would be selfish to keep it all,Moral,1,0.6994824068748604,-0.07080376313433814,-0.2776441740850492,-0.018037771449128295,0.6296498368579202,0.3491432741871816,0.02120688895489812
control_kwlt::5a4e26a8f4c9dc0001b7a1b5,5a4e26a8f4c9dc0001b7a1b5,control_kwlt,lt,0,0,0,lt_control,2,8.0,0.3333333333333333,I chose to transfer nothing because the participant already has an amount,Self-interest,3,0.6994824068748604,-0.07080376313433814,0.0,0.0,0.5784130844410905,0.40186262760444613,0.01972428795446341
control_kwlt::5a6f51ec46f0230001ce445f,5a6f51ec46f0230001ce445f,control_kwlt,kw,0,1,0,kw_control,1,6.0,0.5,It is the fair amount,Moral,1,0.19517362408104058,-0.07227239579761176,-0.2776441740850492,-0.018037771449128295,0.714391438236607,0.2613536943071786,0.024254867456214413
control_kwlt::5a6f51ec46f0230001ce445f,5a6f51ec46f0230001ce445f,control_kwlt,lt,0,0,0,lt_control,2,4.0,0.6666666666666667,Being fair,Moral,1,0.19517362408104058,-0.07227239579761176,0.0,0.0,0.668893995204996,0.3080993909705675,0.023006613824436497
